342,465,807
83155315278971153727178923073040287,5699857118167125593816448793521602833540415474810479513820934145183726166403,5699857118167125593816448793521602833540498630125758484974661324106799206690
29642206287445440463433452890763886241137754124035695846301,8399576811089260905708569577635601230987556543314949340115817118509427163939978429546296745768276,8399576811089260905708569577635601231017198749602394780579250571400191050181116183670332441614577
32562143152407,11383,32562143163790
95073718,591,95074309
189825169064393509102606269459343185465102145,2159596214145190359617123285914682948803146947078649174,2159596214335015528681516795017289218262490132543751319
443648099433743622550484592860673282865645253926357714322955084199699323023003,221651817184911162026928783592596639600907486657112420497178745179570206267338105352117193040778,221651817184911162470576883026340262151392079517785703362823999105927920590293189551816516063781
563531142107263309,3495548000030,563534637655263339
142883648,3712,142887360
7737938457176,568065472476869375891172100733837871406883046635868213756472886720984187215033980506573554263824809,568065472476869375891172100733837871406883046635868213756472886720984187215033980506581292202281985
3280448157808581999738608164487228194928563161351425937032202374465849081077400297066114366802262639,432651564042428374425284460970424991763492075603099089242934766573991596,3280448157808581999738608164919879758970991535776710398002627366229341156680499386309049133376254235
628175,6644084204293,6644084832468
73306623925,3969,73306627894
61223925368764870919226018011435227050567631,6042654913189403537650852946155770611618169236114238689184,6042654913189464761576221711026689837636180671341289256815
34671635922442294369024892192749038453183912824077855746310629486248674087545455715611796532468121,7275534738968568386971541329101210048950736810173055335952789542796651328216,34671635922442294369032167727488007021570884365406956956359580223058847142881408505154593183796337
8517,38067,46584
521179945,3241334,524421279
52055376333978900869590390,136115131931948160996256130798953620359058374951124345721676672361,136115131931948160996256130798953620359110430327458324622546262751
32213313556186097980245966739325819723912178617268585662984710917104429040392502878,3167301322002233348232244962505528348576186778756510401606330159964335458675123,32216480857508100213594198984288325252260754804047342173386317247264393375851178001
1700973478,41099570243808066705282,41099570243809767678760
1,796420448,796420449
5248917882265453963546205619063727559482357651,7472659,5248917882265453963546205619063727559489830310
48183075878328709364622847223464436071514019323778196997862270763917,5266645720038491413592643325315986078980735352012360315708519433072526946752251170103001488561738789,5266645720038491413592643325316034262056613680721724938555742897508598460771574948299999350832502706
683890976268165865131700,120162270596963126580316,804053246865128991712016
1402180848,1107,1402181955
883960390964975974379592129743,963566438672423019643535647658450478183613409302008674974447792192227728614467825760055480,963566438672423019643535647658450478183613409302008674974448676152618693590442205352185223
738239093029214681083299509852084287933615549692919197711165771482402813196393726941,677039117986989145628673936905347356508021230785020373,738239093029214681083299509852761327051602538838547871648071118838910834427178747314
72521462504,35723091,72557185595
5128182,430820,5559002
54122269255178287385593633493296506850947419224029312306270738291431794403633842603147397288937,21919956739248221272992814599201233924174416792004785878860190684088736047490661001762435,54122291175135026633814906486111106052181343398446104311056617151622478492369890093808399051372
60259254106989695157709773020066532950288677501229549510284,78591700774989235707848393335510121253233151585919577507987568204443752623754539563,78591700774989235707848453594764228242928309295692597574520518493121253853304049847
88959985,23123439554,23212399539
7607,451666,459273
337446213098989708465817662431670534776584165427186776344126,5159639411262549367768924787656772750854761372069722633868,342605852510252257833586587219327307527438926799256498977994
95968667089989689047580933623474468361246489939034325230794995265580045476856351048705924157,272326226496179153627952311374327781922004444194383752690892440903427693028198621073884633944827528,272326322464846243617641358955261405396472805440873691725217671698422958608244097930235682650751685
49250287875138761,449243175773294125720,449292426061169264481
5573,678,6251
8463385646450679652500518593255,816027729927479488381762,8463386462478409579980006975017
4213844468596526140319418234874223044816043080183310116998779,4714465572794951771092854812385427534885608870439320792042554425640182871474660818776322,4714465572794951771092854816599272003482135010758739026916777470456225951657970935775101
17451827743760053,367,17451827743760420
464239,4345419,4809658
9308427,138077800479441499926768862090454459957981567532875491,138077800479441499926768862090454459957981567542183918
4340682337023062352623305286342312664844816407288290457232909627691219870292130527337301250,653345928247695328409907764295040048783888461489236000,4340682337023062352623305286342312665498162335535985785642817391986259919076018988826537250
196712120974908882288524,657602886903608663,196712778577795785897187
1880477951,7018,1880484969
46071784486919636494796591623203236117388953395727762203242017178771202444310,2012597018846272909202565528425291324120748118128922,46071784486919636494796593635800254963661862598293290628533341299519320573232
44137137491170145965646914079163829120504966249997480918428181022,62903263265319374040228460273379963286683327325342,44137137491170208868910179398537869348965239629960767601755506364
7437570144,5431673656989839174226768,5431673656989846611796912
24231,901379,925610
63,9954113622900755387840309224875646077932491772298965936025,9954113622900755387840309224875646077932491772298965936088
5925948173969336057329539105683865648927725324425256688857293747,743067903343710977154567250375527181252108178302397753615398392259287569725,743067903349636925328536586432856720357792043951325478939823648948144863472
600592569841234176861452,88285125245,600592569841322461986697
51039,43704505,43755544
924467862210711721048892456878234688,1552794613367397645624338853170,924469415005325088446538081217087858
51666909647497150715865688318674471386104858931475646820105279795201,29197353089275863497772932971655208398679535965647047,51666909647497179913218777594537969159037830586684045499641245442248
923144196327568,99,923144196327667
234,3690760,3690994
3967539140255064998150367420687439292300800212434420465095786794554305056,6348647519056418521,3967539140255064998150367420687439292300800212434420471444434313610723577
6872021478835839678724173267700345711969454579551155521825252953216821,64744681033866605912471230720459450593029411935200462620589072779853362980874699831301115610971396357,64744681033866605912471230720466322614508247774879186793856773125565332435454250986822940863924613178
4989238758730964964363718,29800816557749558,4989238788531781522113276
536864883,908,536865791
7136516292169383373077699773,13115089001428643104337243694,20251605293598026477414943467
80293968218047090180843830342033650575647335454178805964454484088705748439870410230,9102178998489777710897433893416954386378673638721146047357904434780027,80293968218056192359842320119744548009540752408565184638093205234753106344305190257
587322268751066023356552,319155487640859383439098,906477756391925406795650
60379,15,60394
89185029607859096560469569452393869106478287,1858637626012888274931955,89185029607859096562328207078406757381410242
308219168165057672449962573039873549863029572639752271668305776324815619062070715080,4765770970285929650445922417737822127519823489523779440048875325828769039240821,308223933936027958379613018962291287685157092463241795447745825200141447831109955901
99749083431831028715243529,68656594075752,99749083431899685309319281
45,6565,6610
992721008945932666355401001722758713614064872473716363189153404905413825957731592057131679,50316844130443459442687074280485075075284029552,992721008945932666355401001722758713614064922790560493632612847592488106442806667341161231
938048231570131000535839177836160311370584647300833314148330178033863021050631,978032411562823562174802657826761094840362761898210193551204239829802591238359035378701,978032412500871793744933658362600272676523073268794840852037553978132769272222056429332
365753387680878,2195,365753387683073
62642748526,7260999373,69903747899
7862329896317043647145116393283807812162175625565425488129200085067094995059917,3728527798722566705898899649943204583415626671262776343778064396743570636,7862333624844842369711822292183457755366759041192096750905543863131491738630553
1203090837992702823203924643257879122845854625331470626678,3597269540293803524615751424734696851073097600949730109592725104419113678352006098,3597269540293803524615752627825534843775920804874373367471847950273739009822632776
469872637467,87926,469872725393
5446,8139,13585
362357168639446495937377257644652672395043135838807241631059,6134486971594751545722143088591714294649678411884735654291920998054189301694,6134486971594751908079311728038210232026936056537408049335056836861430932753
800947787055812890107055995672555049557697923349835810899619752355150204509411005699335347102714129,260153094020451531805584098445484562117505717153294767462155490057710,800947787055812890107055995672815202651718374881641394998065236917267710226564300466797502592771839
3455,219935968564302517435,219935968564302520890
7581830,51147382954,51154964784
1677003583034480055202651367411047132311219965954,6409112069919855730126029039820662292402029139301341865,6409113746923438764606084242472029703449161450521307819
90767315767156577344569828171598264384743527657997416421686271,245480973475668075141332475275119068221975613602552482191914034541627144557014868871531668399515,245480973475668075141332475275119158989291380759129826761742206139891529300542526868948090085786
8651819653200010430084578,432793166405,8651819653200443223250983
285366,329933997,330219363
46077014763001376671910904805084558628952211907325888480280320651697725072520594067737271,59,46077014763001376671910904805084558628952211907325888480280320651697725072520594067737330
143923416083020499328888286346524481349697048942081177,288268677459458462817325378579587615079587971606125115784110580939708988,288268677459458462961248794662608114408476257952649597133807629881790165
3393760945263095612,15863,3393760945263111475
93016262,36,93016298
36064463244434463322906,256044039609974084901300950934665245133075,256044039609974084937365414179099708455981
65039711486344813786664721837486497072898695535173688040323892373183142646397910617081535932,560065884272666167151780019192889323927631557352422599867558796501194041542342388268300133582268,560130923984152511965566683914726810424704456047957773555599120393567224684988786178917215118200
49533937,6123638048,6173171985
60461626612,27,60461626639
93063246748260495854270925,989921933154336310336367641784991641720952630929242906681622161720797831,989921933154336310336367641784991641720952631022306153429882657575068756
981346686581290948804319285204697381919954379688573335808493312678029595987255572717925809,403080455819393205484290209039354007658760513098309856145874606587294,981346686581290948804722365660516775125438669897612689816152073191127905843401447324513103
8194336718,900,8194337618
88160009297,451468,88160460765
6064943002651,8267336070624471773270576358494754847157631053601025704,8267336070624471773270576358494754847157637118544028355
120104391445723798529921201222395070699486338474563776862716,1872856905809483421618605844737298386377254912981335632130587371015050776742649834490439796274496,1872856905809483421618605844737298386497359304427059430660508572237445847442136172965003573137212
73185189593726963,810204687155586048648298,810204760340775642375261
7810237886,3507,7810241393
647968445706750772672330353956706492151433940,1568574424123244347169738498156680020963158303441739452612678738864573151929540,1568574424123244347169738498156680668931604010192512124943032695571065303363480
784347402404424196645140479602888030762947243379956747519243028258938994084379,362874940748579445603738856550668368314200045287071687664488072881249029581581800600908,362874941532926848008163053195808847917088076050018931044444820400492057840520794685287
76402797299,,76402797299
64709538094,894277774,65603815868
50092208798169305187720332799792965186896229333730226744,91770754588224229462764756802362784748879254946163604381587268789842577390469962367540288936,91770754588224229462764756802362784798971463744332909569307601589635542577366191701270515680
700329997594742386347774209125938213312623178394852875,754897852408141520089210152348371749948351293840417840011088937498436446128832670,754897852408141520089210153048701747543093680188192049137027150811059624523685545
49236495616150304233920686,6153894104347,49236495616156458128025033
47249,803217320,803264569
74265931932669471702786451438813947962732783812658001712786726769090106097,47457768809589859257449495700521967875810750812377680288395936467353,74265979390438281292645708888309648484700659623408814090467015165026573450
647503598847444479164043513069834889924470533236112119150681529520882,523660498573126605894975857139242837329816597271001483909199,647503599371104977737170118964810747063713370565928716421683013430081
1001880392417434505995,7320556942624030213033161,7321558823016447647539156
848058492,85476410,933534902
9849211297102204818316927088598647203683283119815801556088120967964978097958538235,4580131467654762939796269545257456706728233216617740725267748,9849211297102204818321507220066301966623079389361059012794849201181595838683805983
369702085369870390682424284789779324643836117715565892740619906333634857440,622054421931948097119753003883748816071785789217264514993975993283614975,370324139791802338779544037793663073459907903504783157255613882326918472415
4295765,99298613091,99302908856
65067,567245,632312
18259612014009482707664059229073810124315827681196126486655271,9735279669786772229843418801990080355836417166771857268,18259621749289152494436289072492612114396183517613293258512539
688827513092591533550745362545736066429183003101739792931349683221699063564,961096923419140664592577241948501205618550624373495403547854789638641822796,1649924436511732198143322604494237272047733627475235196479204472860340886360
71746,363653239445481,363653239517227
221740965,75,221741040
513773243963,1541933531531528349314667621032973867839,1541933531531528349314667621546747111802
9290759280532513344326396959049397476855218507993849588141901622072139008003828080509296737686055,8517301442615756324575206757677831033505455558875811416176297891235934659317932831,9290759280532521861627839574805722052061976185824883093597460497883555184301719316443956055618886
6093087,109,6093196
1851484008,280777055,2132261063
3315793623578939520034949740818771849520574710667264000318963790113258674058680849867,44769488526198658745583405975903702327265398550387669807306585587237230008,3315793623623709008561148399564355255496478412994529398869351459920565259645918079875
834291516518913861014143222525310304829214249946755494626,18517973964882075886024513747651875640309153594507237408773678410,18517974799173592404938374761795098165619458423721487355529173036
615961660056296036942,78841255411461676514957,79457217071517972551899
48,31,79
634736036079501798983403527148135754751572697642811170716389903119973681164182463269695247701880,35359952753709605934585749834661989305952699432507405515626,634736036079501798983403527148135754786932650396520776650975652954635670470135162702202653217506
1478351992618044936578471683179830970694157039152632082807240776239135366427063377,936608558385536125603144976677825674008423741729629752,1478351992618044936578471684116439529079693164755777059485066450247559108156693129
24271007,9191,24280198
63,341764,341827
7628822439486740307267292650133832678007323966035608569379253357979641635746889449105016804728,4748249971311255,7628822439486740307267292650133832678007323966035608569379253357979641635746894197354988115983
83331056708829725498502692372673638529129766583591319739214,7098524306932440710411008659864675788647623529757620326817994030677074318396532,7098524306932440710494339716573505514146126222130293965347123797260665638135746
5753994379769669,584221168,5753994963990837
5733426,6879768780,6885502206
689822106368834280631867278097058945908022267171943245798102570494337,4317639457155978471368249226464084735361529094894711658631529,689822110686473737787845749465308172372107002533472340692814229125866
86573941786549887854958123044165909988061209401222094578480937999008918,469923049268329975133381232727510882296438517775659983232265998035668,87043864835818217830091504276893420870357647918997754561713203997044586
456148462178929066506,354290167481,456148462533219233987
8038668,4493283,12531951
34041158040751659071108172545154857036165540,415034819994361392836105455741676294878410299,449075978035113051907213628286831151914575839
8644671311470074034460308042604604536131327528892619068918075109124026282526555033096688086,2583008116368310835021193515576015249764723118596231948808625422,8644671311470074034460308045187612652499638363913812584494090358888749401122786981905313508
382543173907918765191,8233110133060512933,390776284040979278124
53473030,75165535723,75219008753
547380335918639540594,72797230901251080053561989978432625445753799568767281560260827942640244584381,72797230901251080053561989978432625445753799568767281560808208278558884124975
39768858143483885915424193668859944861636875196980053521960902090589,3917088609630118545605079241430508744992692206562551075553563524046844855918137668526917694671813,3917088609630118545605079241470277603136176092477975269222423468908481731115117722048878596762402
951,37048153272056,37048153273007
621,823285558,823286179
7542960806402784623458577586539168,70263317291798154024948013418098900422556456218147420340,70263317291798154024955556378905303207179914795733959508
91725807924362881192443520701076296915895093792176516579570291291807546557151521315791310238189255,492770569955106558064105892023637034641132056391687696589531248398183135031049964,91725807924362881685214090656182854980000985815813551220702347683495243146682769713974445269239219
34051,1704397306371919950,1704397306371954001
61696634382,61476698,61758111080
12984786535670396789762542111995538805517469603,92103438048666653580216802949418160847280257450997645889396658060832927563510512176458716772446671181,92103438048666653580216802949418160847280257450997645902381444596503324353273054288454255577964140784
868335098599375117530400476296492083566582937791680,9937564026657133664356484792586894702351382963487403015545635628260068567,9937564026657133664357353127685494077468913363963699507629202211197860247
71319277015609738652982923,63395866918146,71319277015673134519901069
8978178966,56330388,9034509354
20937,3899718598387583438643450153,3899718598387583438643471090
77150144886562898511244586272891078695143795135935639489885455514638310471161736702885429806990,17711236738656566604340469347380141664034613429508519184873215410284000804637648941813968,77150162597799637167811190613360426075285459170549068998404640387853720755162541340534371620958
2789754723334,588402883415476393543,588402886205231116877
15685885918,240767,15686126685
996810460197178236694442707977496915408381429043909240435819112931282864581848997757838348915,9831539374493805750766102226392634462405764764501117558826545950669524905735241,996810460197188068233817201783247681510607821678371646200583614048841691127799667282744084156
2359168620492889691652268472687108412376147575135165132027402548,316524595738718099084954439234173959573329764787154230162957727916048522209326622603899839100,316524595738718099084954439236533128193822654478806498635644836328424669784461787735927241648
5776717229130,8794483044343291492282,8794483050120008721412
795,68,863
3984350267163228861867902584771819601865559605681487779256164,775938678073544683046219368569166283140279360204,3984350267164004800545976129454865821234128771964628058616368
83162654380053814641174912042672131405663775710905097490851274074839059805458780097228040,75882239796589151086026649447399248939310569764060924101086877635298721924509194780981922229235,75882322959243531139841290622311291611441975427836635006184368486572796763569000239762019457275
7429229026,884,7429229910
69644,3791103,3860747
11531213501768996455061812335852387125161193878548544437523638599870049212251974705666136354355421,74645457194526662327865,11531213501768996455061812335852387125161193878548544437523638599870049212326620162860663016683286
22567362659357833537040843588426154537439414224306911865205557,6325900626134406251936719143113420871654601819621452,22567362665683734163175249840362873680552835095961513684827009
6666255637585813,77439468995051,6743695106580864
49,514946444,514946493
2178889784122451103091017200098511338919844723115738257481012263144543428311732396,91607961744785646150239645,2178889784122451103091017200098511338919844723115738257572620224889329074461972041
27492681157669574414758567090376964815785000454607046622693859845996575951059542108784703142945477406,2820017465532532208530370633108181975553841228454002786969260,27492681157669574414758567090376964815787820472072579154902390216629684133035095950013157145732446666
92462758986990,91562924,92462850549914
906789,93518447932,93519354721
38837058841223415378281757930834780260528224465928365769613345372795,2836403887658521613637,38837058841223415378281757930834780260528224468764769657271866986432
9966182396248577371532523839882917631563841523797869895997365477187985602333537413352384508906903,70562217748386975048821380160900271333345560629392218666003064285738430391101180133,9966182396248647933750272226857966452944002424069203241557994869406651605397823151782775610087036
28846,8544297768129400,8544297768158246
160,402767,402927
271334555521316770463535852839813295061217523007933560445184747381518015598742974959358522439,420987423871111987495485561813031092769555537284189769732,271334555521316770463535852839813295482204946879045547940670309194549108368298512243548292171
9206175963011728694547447049964999648459268343691688282449924219005391417504220,8145706525650546028697726160728343081643426702164974550113720957409616716194868,17351882488662274723245173210693342730102695045856662832563645176415008133699088
919813082684153468,417886161557191917901693,417887081370274602055161
418756751,4682347927,5101104678
48817957330362759825036171251957361491838054,749656437040278150077710042931,48817957330363509481473211530107439201880985
1406129797355323138240008164721901928303140756234401091640642629751445622895052393309,25727972630111598384838126155028399756058968847306432,1406129797355323138240008164721927656275770867832785929766797658151201681863899699741
3743495718222993705039,77767319924874491,3743573485542918579530
921333,367,921700
455007749440626849044807797678774968908512031272458020150313814292812723928679450994,3525337702677012843,455007749440626849044807797678774968908512031272458020150313814296338061631356463837
913265610916362843029275112520422391974931647800101100723656050531567597250441,7926774639441847269860766122941348616781267648418135377793966903,913265610916370769803914554367692252741054589148717881991304468666945391217344
31801633087576,62494,31801633150070
22378972303,3320886211,25699858514
72937323436790163690835357906127982166806263375022983400617591278683558033182599227167582091827217484,7228887420886261586018569322192364381342183054128808509232202369260926,72937323436790163690835357906135211054227149636609001969939783643064900216236728035676814294196478410
72049592793688895903428442172963705594115722864984005329471,933298832418758890655793940370167007243275586815719,72049593726987728322187332828757645964282730108259592145190
89643245,811368253,901011498
572257210,89889520,662146730
283417974620229730950213661614177885478060475,897490471680312341818707901975234581910397398405038123603239628616719,897490471680312341818708185393209202140128348618699737781125106677194
428294861243289117520354387437487500136684440700501162402547,5393977444702570894771527907578211942661160681006757103367809645590025707516777803315274,5393977444702570894771527908006506803904449798527111490805297145726710148217278965717821
3379151880694,8462044,3379160342738
9134,6220,15354
3633852270473282564441830203916674340599973538565882,9746977864320108229146103356082437206478136733534229259645909060354107674008451691,9746977864320108229146103356086071058748610016098671089849825734694707647547017573
42644547152669074765555303009962559716281659332641193154457108197846520,59779487680097384524339875392029984556708717535947384221044453639853094757,59822132227250053599105430695039947116424999195280025414198910748050941277
9777779329039289906,85749876994967346485074,85759654774296385774980
214,1546317855,1546318069
866737964376337886503224004127857,35370362181192294,866737964376337921873586185320151
56338337982727422964029134556564048055462198458054031349,7698356150965001182853667795230142252002823809978433094926063849144307282969809318938090,7698356150965001182853667795230198590340806537401397124060620413192362745168267372969439
3934158963406303163,70,3934158963406303233
32508756348,1034481094,33543237442
83726463161335744028427937543287485736858940769865969,835701463670270085499505277276367488264174435550618247520429946521683749307120764794963,835701463670270085499505277276367571990637596886362275948367489809169486166061534660932
597236032063596987025588295859850706997202733965145009868107748271847,489381957831690482653413406980459290120665233723287973923270,597236032552978944857278778513264113977662024085810243591395722195117
3751623389209209042045,93215619265588,3751623482424828307633
43176119072,37091839667,80267958739
89400423900015642102,8503051500128326349497211949554669528,8503051500128326438897635849570311630
935787040382202854556850341823333087246590921951004083327902917928497135673220266660,95609789843041613627791541122992473629887933022100314102637647425539180874558236258727450,95610725630081995830646097973334296962975179613022265106720975328457109371693909478994110
74910070216836798844956,13,74910070216836798844969
3801045,7341,3808386
405283234449499250344966583965,57104272668584088235745058232960414626839196620,57104272668584088641028292682459664971805780585
83042031542392832350918706217580528659645859455814463450507953643246744900324321217505021223884645930,9469031403138247437023009353240618274079381762859658317332313,83042031542392832350918706217580528659655328487217601697944976652599985518598400599267880882201978243
713,22770958714744852592,22770958714744853305
12705956,4625,12710581
426494079867797505728492452853490072635138,404252597355462297366723256247118122821182375067026057544,404252597355462723860803124044623851313635228557098692682
651297695817297427046700452038573434918596326917771,8499375213380905470425517613411766460986877131727798044248809142829533734644292280505260390526962105,8499375213380905470425517613411766460986877131728449341944626440256580435096330853940178986853879876
1794337536133,1245700399528168615108741,1245700399529962952644874
575512,265327,840839
18928252640637703340165296092215636501530481704,7855326625721103511274457370446658,18928252640645558666791017195726910958900928362
40547798736757018470117474353390127721176691825217879527,4535824423595716429741879276893252790385909999759900002022028134712128287515211375311029870669400245,4535824423595716429741879276893252790385910040307698738779046604829602640905339096487721695887279772
1069471107487729265078,701649309187344964828,1771120416675074229906
25510,635,26145
11405416335454594018,170972812988846531212813928871485939151750932129946853043279210702199211659669980710,170972812988846531212813928871485939151750932129946853043279210713604627995124574728
69237933470290209399704143464667021551281459455132261566044396184233739300518140221960682861607239,2939568662588346749297614612193467444012710626648404916091885466831,69237933470290209399704143464669961119944047801881559180656589651677752011144788626876774747074070
2263039547721237723348,59413553861928310844,2322453101583166034192
8247968,24,8247992
210253659145957340,70164684733234402958380076998621914225737267334731235266565652035309782987148692737464,70164684733234402958380076998621914225737267334731235266565652035309993240807838694804
392904347052376640450317913790649286899453350145785984319,971493896902377647319554978272355997379154317070681450066204254464458216263219296418420121810122,971493896902377647319554978272355997379547221417733826706654572378248865550118749768565907794441
64,5,69
61815655761,579018,61816234779
123149986676987425580451596479451269713441864013,5282979690047057494875283612740645401812923302292,5406129676724044920455735209220096671526365166305
338797035993735817925917507804033337778109359557428363156917695588142789136747,69459863074112893143012868816120818184972402463264714328263907303824591540689971,69798660110106628960938786323924851522750511822822142691420824999412734329826718
2736154192869438538902,62,2736154192869438538964
221394,63,221457
410,37563553787304796640267187,37563553787304796640267597
2757637753623999299996879160317473500638303412141650838181221328374207911549490696216801243515078,778386757071119558010302367604622233138942249715629,2757637753623999299996879160317473500638303412920037595252340886384510279154112929355743493230707
1741371765710815354,828413618175517358156,830154989941228173510
27956302173,83143,27956385316
9692745,57561673424844611009014182829786714527741151370455621332924918241505902903,57561673424844611009014182829786714527741151370455621332924918241515595648
727048894108693895756260694788658103466919808623953147975892200476864948929283411861591,699755802909705804808286024038701962320728283648635308681114580542106599137615,727048894808449698665966499596944127505621770944681431624527509157979529471390010999206
99047622293523,92951275196,99140573568719
6832514116,982735795,7815249911
959162697826777321363,9942539601165361321756757350307892742542177016017740432749345955926049746457391398299567774958314000,9942539601165361321756757350307892742542177016017740432749345955926049746457392357462265601735635363
36987672365561349319363423365988432052388417078482141484907574017293817774075,56498154012004569785254849423390435731594441916020648923148063381594252,36987728863715361323933208620837855442824148672924057505556497165357199368327
49319728330012159,42398182411158,49362126512423317
5097447,1384701580,1389799027
2909249190907103318,30753526299134826504368671121672914328196732610358660286777078978859,30753526299134826504368671121672914328196732610361569535967986082177
223318271922398431730734368186590091030703130228049213271,22973248747022781293508754365689821299575866303460614395242912840922655958416590902048599884398,22973248747022781293508754365689821299799184575383012826973647209109246049447294032276649097669
4860315691297311,15063759330341,4875379450627652
802,5883442,5884244
8650529095,1543198881437363923978113474177392054471074073301143318709657677169,1543198881437363923978113474177392054471074073301143318718308206264
6034488728456793581787245464720662140594171461297060053975609060795370470692752633142268518003,230415858836249019077146257242195662855159391567711833341254759682705747158,6034488728456793582017661323556911159671317718539255716830768452363082304034007392824974265161
93064080387157972,49,93064080387158021
5444025212,81,5444025293
7075381002938743880653655225764454195589517872322110664117643609511,5699497947626874648694712037736669739329749,7075381002938743880653660925262401822464166567034148400787382939260
817221753445626923788136363274569497297917632412848722223907373113990384455443196060464696505899607,8431621752598963447425282688744630839298452527256623667,817221753445626923788136363274569497297917640844470474822870820539273073200074035358917223762523274
3961311358279280892708097,641552429145335150261,3961952910708426227858358
34504780,9461615803,9496120583
68117840543417739898461072199997527005029887471372557027602824222917831658039308211,4102862740674285132499197068,68117840543417739898461072199997527005029887471372557031705686963592116790538505279
2428328290121565947536944697441595535034317792975803603866040043978828071297229083904628678924647,48798709406948953631094216424405717818966523652805216904233638841,2428328290121565947536944697441644333743724741929434698082464449696647037820881889121532912563488
92987082327118727329818491,3403533054177,92987082327122130862872668
70485,56385967587,56386038072
4329178857346789044180260908197379089502860778682678975,24009017395910747222,4329178857346789044180260908197379113511878174593426197
51621414763217737268324776543769745381411402922245708766538324904272343828339853162747469,36114160390236553950763210334601194712119260714041202196275772890765461400229,51621414763253851428715013097720508591746004116957828027252366106468619601230618624147698
56597061762769,58799925954109830419479079,58799925954166427481241848
180683,83,180766
52057,37050379951708128582640042128,37050379951708128582640094185
10820122514410050024003759577511377133829746250594525539395223,31043815458756469320048066159227521982425802690793222797551983771632506984151,31043815458756480140170580569277545986185380202170356627298234366158046379374
898,35841148371996736108912513,35841148371996736108913411
4610056890,3070584,4613127474
71391330025100092826490943330292431059458910,3037279381265393072400643246675443164105049134196740087843185657529874681366140206341819661931625,3037279381265393072400643246675443164105049134196740159234515682629967507857083536634250721390535
8282160355145972161130705372512704018553621231140843790572508221641582795201,9373384203506142365772027517195710617841732172708848710,8282160355145972161140078756716210160919393258658039501190349953814291643911
37166226840608078486725,9916521389554,37166226850524599876279
51580,332377585,332429165
37477705380905645736081399811045260,762042732559035315331086085312801017645011867788170408357273162313930616148,762042732559035315331086085312801017645049345493551314003009243713741661408
957437207387595331189807540529605724097390097828566226904970241871362635130224416454,5123898290731392571484960234492209912275508644457501,957437207387595331189807540529610847995680829221137711865204734081274910638868873955
2578761086523113692854703,97466,2578761086523113692952169
404600012,210528167,615128179
19098304189307375968864988385473812,5823902433300964935098969934312020024889649863315,5823902433300984033403159241687988889878035337127
76511198091163629738949800931350921457678362099642468387069812815302,10914283226254620824247434173629592129501253781872948928773103719374176524261703,10914283226331132022338597803368541930432604703330627290872746187761246337077005
10,1155020340009,1155020340019
9958118,5872310063,5882268181
9326488359527506529308385022071352879074738778474981005597477102191832062,2010590645957248398498267754763796910579629054467702954874349513314628843139726773,2010590655283736758025774284072181932650981933542441733349330518912105945331558835
7243138577914203921975384847188110989842118390274673614180240044053210640386671454963473252278732375,5574764862196838563915510418557277910991761429986966825942559664555234448301494196,7243138577914203927550149709384949553757628808831951525172001474040177466329231119518707700580226571
11128351355415416717,270839698828998032,11399191054244414749
8086344,94552809,102639153
343305650,60235486246119334682906266,60235486246119335026211916
497584816123527809041999416459348942647045670514785805641,9867901742069305286038972259133829702575079606010369330091919790447787992117230,9867901742069305286039469843949953230384121605426828679034566836118302777922871
9709267037501,26404,9709267063905
5195,43,5238
151226128778542911466481703909505689468545537276581840207865952290826516773,784761049069635651617953,151226128778542911466481703909505689468545537276582624968915021926478134726
1300003589906764423337258624375044402947463882846375415528462734772567,803573854382241024383964551657744114661736178828338903265254149882924313738932311142205967123693685,803573854382241024383964551659044118251642943251676161889629194285871777621778686557734429858466252
3517,74511545,74515062
7805,66,7871
95995,29220281089126120888003927313464237349087106229091058952390248955681915558738,29220281089126120888003927313464237349087106229091058952390248955681915654733
7408247573968653327373514261447037894093760649254057,9322511193548130147665282002358679690922737741952024127560465892748616713,9322511193548130147672690249932648344250111256213471165454559653397870770
4651296657056707,3402048371907068775,3406699668564125482
68,1644,1712
412078164274775279592126454352,630201138876578260410346183939161526,630201550954742535185625776065615878
1830961291481641906594520837749351197446059915839271611378456878,8178777082627858473641211390278233362837320520345856005980392572325020506687368973991670989453,8178777082627858473641211390280064324128802162252450526818141923522466566603208245603049446331
14755351928651,9342814019599901390,9342828774951830041
6456301,938941,7395242
64955852295609316996254381778139356421589127010723369101429814363462343,7492546414058098197546046733073276383,64955852295609316996254381778139363914135541068821566647476547436738726
357817968931861078916002701832806597231337437869171427662478169262713167064373,3537861112463183152174594025900602936549280709611188929909939871372150436096931474395433356275,3537861112463183509992562957761681852551982542417786161247377740543578098575100737108600420648
7274627941902124,94649996225824066277631,94650003500452008179755
62472,49047336624,49047399096
14967031405890410,11695227755541019647413620556557824653445492968377353566192819,11695227755541019647413620556557824653445492983344384972083229
46298797729722993992142204254642179461436510997460502892163313965069926549747150442167785816540,92482199125129619619382049671910678400203901037469956149824358067224765241585,46298797729722994084624403379771799080818560669371181292367215002539882699571508509392551058125
36886344324812114,321206331575877814013,321243217920202626127
9715,78422141878,78422151593
599108,939350061102590295706858892734979110193188866157840616351425878369562377599799128304764295671703498,939350061102590295706858892734979110193188866157840616351425878369562377599799128304764295672302606
